"unique_id","pokemon_id","hp","attack","defense","special_attack","special_defense","speed","total_stats"
1519,990,90,112,120,72,70,106,570
1520,991,56,80,114,124,60,136,570
1521,992,154,140,108,50,68,50,570
1522,993,94,80,86,122,80,108,570
1523,994,80,70,60,140,110,110,570
1524,995,100,134,110,70,84,72,570
1525,996,65,75,45,35,45,55,320
1526,997,90,95,66,45,65,62,423
1527,998,115,145,92,75,86,87,600
1528,1000,87,60,95,133,91,84,550
1529,1001,85,85,100,95,135,70,570
1530,1002,80,120,80,90,65,135,570
1531,1003,155,110,125,55,80,45,570
1532,1004,55,80,80,135,120,100,570
1533,1005,105,139,71,55,101,119,590
1534,1006,74,130,90,120,60,116,590
1535,1007,100,135,115,85,100,135,670
1536,1008,100,85,100,135,115,135,670
1537,1009,99,83,91,125,83,109,590
1538,1010,90,130,88,70,108,104,590
1539,1011,80,80,110,95,80,40,485
1540,1012,40,45,45,74,54,50,308
1541,1013,71,60,106,121,80,70,508
1542,1014,88,128,115,58,86,80,555
1543,1015,88,75,66,130,90,106,555
1544,1016,88,91,82,70,125,99,555
1545,1018,90,105,130,125,65,85,600
1546,1019,106,80,110,120,80,44,540
1547,1020,105,115,121,65,93,91,590
1548,1021,125,73,91,137,89,75,590
1549,1022,90,120,80,68,108,124,590
1550,1023,90,72,100,122,108,98,590
1551,1025,88,88,160,88,88,88,600
