species_id,entry_number,pokedex_name
255,4,updated-hoenn
255,185,blueberry
256,256,national
256,5,hoenn
256,5,updated-hoenn
256,186,blueberry
257,257,national
257,6,hoenn
257,6,updated-hoenn
257,187,blueberry
258,258,national
258,7,hoenn
258,7,updated-hoenn
258,188,blueberry
259,259,national
259,8,hoenn
259,8,updated-hoenn
259,189,blueberry
260,260,national
260,9,hoenn
260,9,updated-hoenn
260,190,blueberry
261,261,national
261,10,hoenn
261,44,kalos-mountain
261,10,updated-hoenn
261,7,kitakami
262,262,national
262,11,hoenn
262,45,kalos-mountain
262,11,updated-hoenn
262,8,kitakami
263,263,national
263,12,hoenn
263,12,kalos-central
263,12,updated-hoenn
263,31,galar
263,71,crown-tundra
264,264,national
264,13,hoenn
264,13,kalos-central
264,13,updated-hoenn
264,32,galar
264,72,crown-tundra
265,265,national
265,14,hoenn
265,48,original-sinnoh
265,48,extended-sinnoh
265,14,updated-hoenn
265,18,hisui
266,266,national
266,15,hoenn
266,49,original-sinnoh
266,49,extended-sinnoh
266,15,updated-hoenn
266,19,hisui
267,267,national
267,16,hoenn
267,50,original-sinnoh
267,50,extended-sinnoh
267,16,updated-hoenn
267,20,hisui
268,268,national
268,17,hoenn
268,51,original-sinnoh
268,51,extended-sinnoh
268,17,updated-hoenn
268,21,hisui
269,269,national
269,18,hoenn
269,52,original-sinnoh
269,52,extended-sinnoh
269,18,updated-hoenn
269,22,hisui
270,270,national
270,19,hoenn
270,55,kalos-mountain
270,19,updated-hoenn
270,36,galar
270,104,kitakami
271,271,national
271,20,hoenn
271,56,kalos-mountain
271,20,updated-hoenn
271,37,galar
271,105,kitakami
272,272,national
272,21,hoenn
272,57,kalos-mountain
272,21,updated-hoenn
272,38,galar
272,106,kitakami
273,273,national
273,22,hoenn
273,22,updated-hoenn
273,39,galar
273,54,kitakami
274,274,national
274,23,hoenn
274,23,updated-hoenn
274,40,galar
274,55,kitakami
275,275,national
275,24,hoenn
275,24,updated-hoenn
275,41,galar
275,56,kitakami
276,276,national
276,25,hoenn
276,19,kalos-coastal
276,25,updated-hoenn
277,277,national
277,26,hoenn
277,20,kalos-coastal
277,26,updated-hoenn
278,278,national
278,27,hoenn
278,119,original-sinnoh
278,119,extended-sinnoh
278,212,updated-unova
278,17,kalos-coastal
278,27,updated-hoenn
278,40,original-alola
278,40,original-melemele
278,19,original-akala
278,21,original-ulaula
278,11,original-poni
278,47,updated-alola
278,47,updated-melemele
278,19,updated-akala
278,21,updated-ulaula
278,18,updated-poni
278,62,galar
278,48,isle-of-armor
278,132,paldea
279,279,national
279,28,hoenn
279,120,original-sinnoh
279,120,extended-sinnoh
279,213,updated-unova
279,18,kalos-coastal
279,28,updated-hoenn
279,41,original-alola
279,41,original-melemele
279,20,original-akala
279,22,original-ulaula
279,12,original-poni
279,48,updated-alola
279,48,updated-melemele
279,20,updated-akala
279,22,updated-ulaula
279,19,updated-poni
279,63,galar
279,49,isle-of-armor
279,133,paldea
280,280,national
280,29,hoenn
280,157,extended-sinnoh
280,9,conquest-gallery
280,64,kalos-central
280,29,updated-hoenn
280,120,galar
280,34,isle-of-armor
280,101,hisui
280,62,paldea
280,57,kitakami
281,281,national
281,30,hoenn
281,158,extended-sinnoh
281,10,conquest-gallery
281,65,kalos-central
281,30,updated-hoenn
281,121,galar
281,35,isle-of-armor
281,102,hisui
281,63,paldea
281,58,kitakami
282,282,national
282,31,hoenn
282,159,extended-sinnoh
282,11,conquest-gallery
282,66,kalos-central
282,31,updated-hoenn
282,122,galar
282,36,isle-of-armor
282,103,hisui
282,64,paldea
282,59,kitakami
283,283,national
283,32,hoenn
283,47,kalos-central
283,33,updated-hoenn
283,139,original-alola
283,66,original-akala
283,60,original-ulaula
283,172,updated-alola
283,73,updated-akala
283,66,updated-ulaula
283,49,paldea
283,149,kitakami
284,284,national
284,33,hoenn
284,48,kalos-central
284,34,updated-hoenn
284,140,original-alola
284,67,original-akala
284,61,original-ulaula
284,173,updated-alola
284,74,updated-akala
284,67,updated-ulaula
284,50,paldea
284,150,kitakami
285,285,national
285,34,hoenn
285,35,updated-hoenn
285,106,paldea
286,286,national
286,35,hoenn
286,36,updated-hoenn
286,107,paldea
287,287,national
287,36,hoenn
287,276,updated-unova
287,37,updated-hoenn
287,78,paldea
287,59,blueberry
288,288,national
288,37,hoenn
288,277,updated-unova
288,38,updated-hoenn
288,79,paldea
288,60,blueberry
289,289,national
289,38,hoenn
289,278,updated-unova
289,39,updated-hoenn
289,80,paldea
289,61,blueberry
290,290,national
290,42,hoenn
290,111,kalos-central
290,43,updated-hoenn
290,104,galar
291,291,national
291,43,hoenn
291,112,kalos-central
291,44,updated-hoenn
291,105,galar
292,292,national
292,44,hoenn
292,113,kalos-central
292,45,updated-hoenn
292,106,galar
293,293,national
293,45,hoenn
293,140,kalos-central
293,46,updated-hoenn
293,148,isle-of-armor
294,294,national
294,46,hoenn
294,141,kalos-central
294,47,updated-hoenn
294,149,isle-of-armor
295,295,national
295,47,hoenn
295,142,kalos-central
295,48,updated-hoenn
295,150,isle-of-armor
296,296,national
296,48,hoenn
296,95,kalos-coastal
296,49,updated-hoenn
296,56,original-alola
296,56,original-melemele
296,15,original-poni
296,68,updated-alola
296,68,updated-melemele
296,22,updated-poni
296,116,paldea
297,297,national
297,49,hoenn
297,96,kalos-coastal
297,50,updated-hoenn
297,57,original-alola
297,57,original-melemele
297,16,original-poni
297,69,updated-alola
297,69,updated-melemele
297,23,updated-poni
297,117,paldea
298,298,national
298,54,hoenn
298,124,original-sinnoh
298,124,extended-sinnoh
298,30,updated-unova
298,41,kalos-central
298,55,updated-hoenn
298,139,isle-of-armor
298,46,paldea
299,299,national
299,60,hoenn
299,155,extended-sinnoh
299,164,updated-unova
299,93,kalos-coastal
299,61,updated-hoenn
299,198,original-alola
299,125,original-akala
299,254,updated-alola
299,155,updated-akala
299,190,hisui
299,107,kitakami
300,300,national
300,61,hoenn
300,78,updated-unova
300,78,kalos-central
300,63,updated-hoenn
301,301,national
301,62,hoenn
301,79,updated-unova
301,79,kalos-central
301,64,updated-hoenn
302,302,national
302,68,hoenn
302,123,kalos-coastal
302,70,updated-hoenn
302,102,original-alola
302,102,original-melemele
302,52,original-poni
302,124,updated-alola
302,124,updated-melemele
302,64,updated-poni
302,294,galar
302,174,crown-tundra
302,297,paldea
303,303,national
303,69,hoenn
303,63,kalos-coastal
303,71,updated-hoenn
303,125,updated-alola
303,125,updated-melemele
303,295,galar
303,175,crown-tundra
304,304,national
304,70,hoenn
304,166,updated-unova
304,149,conquest-gallery
304,99,kalos-mountain
304,72,updated-hoenn
304,191,crown-tundra
305,305,national
305,71,hoenn
305,167,updated-unova
305,150,conquest-gallery
305,100,kalos-mountain
305,73,updated-hoenn
305,192,crown-tundra
306,306,national
306,72,hoenn
306,168,updated-unova
306,151,conquest-gallery
306,101,kalos-mountain
306,74,updated-hoenn
306,193,crown-tundra
307,307,national
307,76,hoenn
307,86,original-sinnoh
307,86,extended-sinnoh
307,143,kalos-central
307,78,updated-hoenn
307,161,paldea
308,308,national
308,77,hoenn
308,87,original-sinnoh
308,87,extended-sinnoh
308,144,kalos-central
308,79,updated-hoenn
308,162,paldea
309,309,national
309,78,hoenn
309,73,kalos-coastal
309,80,updated-hoenn
309,293,updated-alola
309,114,updated-ulaula
309,66,galar
310,310,national
310,79,hoenn
310,74,kalos-coastal
310,81,updated-hoenn
310,294,updated-alola
310,115,updated-ulaula
310,67,galar
311,311,national
311,80,hoenn
311,96,kalos-central
311,82,updated-hoenn
311,119,blueberry
312,312,national
312,81,hoenn
312,97,kalos-central
312,83,updated-hoenn
312,120,blueberry
313,313,national
313,86,hoenn
313,133,kalos-central
313,89,updated-hoenn
313,9,kitakami
314,314,national
314,87,hoenn
314,134,kalos-central
314,90,updated-hoenn
314,10,kitakami
315,315,national
315,94,hoenn
315,26,original-sinnoh
315,26,extended-sinnoh
315,134,updated-unova
315,72,kalos-central
315,98,updated-hoenn
315,60,galar
315,90,hisui
316,316,national
316,95,hoenn
316,98,kalos-central
316,100,updated-hoenn
316,139,paldea
317,317,national
317,96,hoenn
317,99,kalos-central
317,101,updated-hoenn
317,140,paldea
318,318,national
318,97,hoenn
318,55,kalos-central
318,102,updated-hoenn
318,264,original-alola
318,79,original-poni
318,345,updated-alola
318,92,updated-poni
318,111,isle-of-armor
319,319,national
319,98,hoenn
319,56,kalos-central
319,103,updated-hoenn
319,265,original-alola
319,80,original-poni
319,346,updated-alola
319,93,updated-poni
319,112,isle-of-armor
320,320,national
320,99,hoenn
320,240,updated-unova
320,27,kalos-coastal
320,104,updated-hoenn
320,266,original-alola
320,81,original-poni
320,351,updated-alola
320,98,updated-poni
320,356,galar
320,190,isle-of-armor
321,321,national
321,100,hoenn
321,241,updated-unova
321,28,kalos-coastal
321,105,updated-hoenn
321,267,original-alola
321,82,original-poni
321,352,updated-alola
321,99,updated-poni
321,357,galar
321,191,isle-of-armor
322,322,national
322,101,hoenn
322,204,updated-unova
322,106,updated-hoenn
322,151,paldea
322,125,blueberry
323,323,national
323,102,hoenn
323,205,updated-unova
323,107,updated-hoenn
323,152,paldea
323,126,blueberry
324,324,national
324,105,hoenn
324,96,kalos-mountain
324,110,updated-hoenn
324,223,original-alola
324,95,original-ulaula
324,287,updated-alola
324,108,updated-ulaula
324,300,galar
324,173,isle-of-armor
324,150,paldea
324,86,blueberry
325,325,national
325,110,hoenn
325,206,updated-unova
325,7,kalos-coastal
325,115,updated-hoenn
325,111,paldea
325,125,kitakami
326,326,national
326,111,hoenn
326,207,updated-unova
326,8,kalos-coastal
326,116,updated-hoenn
326,112,paldea
326,126,kitakami
327,327,national
327,114,hoenn
327,131,kalos-mountain
327,119,updated-hoenn
327,105,original-alola
327,105,original-melemele
327,128,updated-alola
327,128,updated-melemele
328,328,national
328,116,hoenn
328,121,updated-unova
328,3,kalos-mountain
328,121,updated-hoenn
328,235,original-alola
328,107,original-ulaula
328,304,updated-alola
328,125,updated-ulaula
328,321,galar
328,44,blueberry
329,329,national
329,117,hoenn
329,122,updated-unova
329,4,kalos-mountain
329,122,updated-hoenn
329,236,original-alola
329,108,original-ulaula
329,305,updated-alola
329,126,updated-ulaula
329,322,galar
329,45,blueberry
330,330,national
330,118,hoenn
330,123,updated-unova
330,5,kalos-mountain
330,123,updated-hoenn
330,237,original-alola
330,109,original-ulaula
330,306,updated-alola
330,127,updated-ulaula
330,323,galar
330,46,blueberry
331,331,national
331,119,hoenn
331,124,updated-hoenn
331,252,paldea
332,332,national
332,120,hoenn
332,125,updated-hoenn
332,253,paldea
333,333,national
333,121,hoenn
333,171,extended-sinnoh
333,246,updated-unova
333,139,kalos-mountain
333,126,updated-hoenn
333,35,crown-tundra
333,219,paldea
333,114,blueberry
334,334,national
334,122,hoenn
334,172,extended-sinnoh
334,247,updated-unova
334,140,kalos-mountain
334,127,updated-hoenn
334,36,crown-tundra
334,220,paldea
334,115,blueberry
335,335,national
335,123,hoenn
335,186,updated-unova
335,5,kalos-coastal
335,128,updated-hoenn
335,217,paldea
335,70,blueberry
336,336,national
336,124,hoenn
336,187,updated-unova
336,6,kalos-coastal
336,129,updated-hoenn
336,218,paldea
336,71,blueberry
337,337,national
337,125,hoenn
337,214,updated-unova
337,12,kalos-coastal
337,130,updated-hoenn
337,362,galar
338,338,national
338,126,hoenn
338,215,updated-unova
338,13,kalos-coastal
338,131,updated-hoenn
338,363,galar
339,339,national
339,127,hoenn
339,80,original-sinnoh
339,80,extended-sinnoh
339,40,kalos-mountain
339,132,updated-hoenn
339,93,original-alola
339,93,original-melemele
339,36,original-akala
339,43,original-poni
339,113,updated-alola
339,113,updated-melemele
339,36,updated-akala
339,55,updated-poni
339,228,galar
339,137,isle-of-armor
339,60,crown-tundra
339,97,hisui
339,168,paldea
339,162,kitakami
340,340,national
340,128,hoenn
340,81,original-sinnoh
340,81,extended-sinnoh
340,41,kalos-mountain
340,133,updated-hoenn
340,94,original-alola
340,94,original-melemele
340,37,original-akala
340,44,original-poni
340,114,updated-alola
340,114,updated-melemele
340,37,updated-akala
340,56,updated-poni
340,229,galar
340,138,isle-of-armor
340,61,crown-tundra
340,98,hisui
340,169,paldea
340,163,kitakami
341,341,national
341,129,hoenn
341,279,updated-unova
341,51,kalos-central
341,134,updated-hoenn
341,357,updated-alola
341,104,updated-poni
341,102,galar
341,91,isle-of-armor
341,11,kitakami
342,342,national
342,130,hoenn
342,280,updated-unova
342,52,kalos-central
342,135,updated-hoenn
342,358,updated-alola
342,105,updated-poni
342,103,galar
342,92,isle-of-armor
342,12,kitakami
343,343,national
343,131,hoenn
343,169,updated-unova
343,136,updated-hoenn
343,310,updated-alola
343,131,updated-ulaula
343,82,galar
343,151,crown-tundra
344,344,national
344,132,hoenn
344,170,updated-unova
344,137,updated-hoenn
344,311,updated-alola
344,132,updated-ulaula
344,83,galar
344,152,crown-tundra
345,345,national
345,133,hoenn
345,138,updated-hoenn
345,231,updated-alola
345,132,updated-akala
345,183,crown-tundra
346,346,national
346,134,hoenn
346,139,updated-hoenn
346,232,updated-alola
346,133,updated-akala
346,184,crown-tundra
347,347,national
347,135,hoenn
347,171,conquest-gallery
347,140,updated-hoenn
347,233,updated-alola
347,134,updated-akala
347,185,crown-tundra
348,348,national
348,136,hoenn
348,172,conquest-gallery
348,141,updated-hoenn
348,234,updated-alola
348,135,updated-akala
348,186,crown-tundra
349,349,national
349,140,hoenn
349,138,original-sinnoh
349,138,extended-sinnoh
349,145,updated-hoenn
349,155,original-alola
349,82,original-akala
349,189,updated-alola
349,90,updated-akala
349,152,galar
349,188,crown-tundra
349,158,kitakami
350,350,national
350,141,hoenn
350,139,original-sinnoh
350,139,extended-sinnoh
350,146,updated-hoenn
350,156,original-alola
350,83,original-akala
350,190,updated-alola
350,91,updated-akala
350,153,galar
350,189,crown-tundra
350,159,kitakami
351,351,national
351,142,hoenn
351,163,updated-unova
351,147,updated-hoenn
351,181,original-alola
351,108,original-akala
351,77,original-ulaula
351,69,original-poni
351,220,updated-alola
351,121,updated-akala
351,84,updated-ulaula
351,82,updated-poni
352,352,national
352,145,hoenn
352,116,kalos-central
352,150,updated-hoenn
352,214,updated-alola
352,115,updated-akala
353,353,national
353,146,hoenn
353,210,updated-unova
353,122,kalos-mountain
353,151,updated-hoenn
353,316,updated-alola
353,137,updated-ulaula
353,298,paldea
354,354,national
354,147,hoenn
354,211,updated-unova
354,123,kalos-mountain
354,152,updated-hoenn
354,317,updated-alola
354,138,updated-ulaula
354,299,paldea
355,355,national
355,148,hoenn
355,189,extended-sinnoh
355,69,conquest-gallery
355,153,updated-hoenn
355,135,galar
355,158,hisui
355,139,kitakami
356,356,national
356,149,hoenn
356,190,extended-sinnoh
356,70,conquest-gallery
356,154,updated-hoenn
356,136,galar
356,159,hisui
356,140,kitakami
357,357,national
357,150,hoenn
357,185,extended-sinnoh
357,288,updated-unova
357,156,updated-hoenn
357,354,updated-alola
357,101,updated-poni
357,246,paldea
358,358,national
358,151,hoenn
358,83,original-sinnoh
358,83,extended-sinnoh
358,53,conquest-gallery
358,112,kalos-coastal
358,158,updated-hoenn
358,196,hisui
358,143,kitakami
359,359,national
359,152,hoenn
359,209,extended-sinnoh
359,216,updated-unova
359,9,kalos-coastal
359,159,updated-hoenn
359,245,original-alola
359,117,original-ulaula
359,322,updated-alola
359,143,updated-ulaula
359,107,crown-tundra
360,360,national
360,160,hoenn
360,118,kalos-coastal
360,167,updated-hoenn
360,216,galar
361,361,national
361,171,hoenn
361,206,extended-sinnoh
361,93,conquest-gallery
361,179,updated-hoenn
361,246,original-alola
361,118,original-ulaula
361,323,updated-alola
361,144,updated-ulaula
361,79,galar
361,25,crown-tundra
361,205,hisui
361,357,paldea
361,172,kitakami
362,362,national
362,172,hoenn
362,207,extended-sinnoh
362,94,conquest-gallery
362,180,updated-hoenn
362,247,original-alola
362,119,original-ulaula
362,324,updated-alola
362,145,updated-ulaula
362,80,galar
362,26,crown-tundra
362,206,hisui
362,358,paldea
362,173,kitakami
363,363,national
363,173,hoenn
363,243,updated-unova
363,60,conquest-gallery
363,182,updated-hoenn
363,159,crown-tundra
363,143,hisui
364,364,national
364,174,hoenn
364,244,updated-unova
364,61,conquest-gallery
364,183,updated-hoenn
364,160,crown-tundra
364,144,hisui
365,365,national
365,175,hoenn
365,245,updated-unova
365,62,conquest-gallery
365,184,updated-hoenn
365,161,crown-tundra
365,145,hisui
366,366,national
366,176,hoenn
366,141,kalos-coastal
366,185,updated-hoenn
366,140,updated-alola
366,140,updated-melemele
366,61,updated-ulaula
367,367,national
367,177,hoenn
367,142,kalos-coastal
367,186,updated-hoenn
367,141,updated-alola
367,141,updated-melemele
367,62,updated-ulaula
368,368,national
368,178,hoenn
368,143,kalos-coastal
368,187,updated-hoenn
368,142,updated-alola
368,142,updated-melemele
368,63,updated-ulaula
369,369,national
369,179,hoenn
369,42,kalos-coastal
369,188,updated-hoenn
369,262,original-alola
369,77,original-poni
369,343,updated-alola
369,90,updated-poni
369,187,crown-tundra
370,370,national
370,183,hoenn
370,29,kalos-coastal
370,192,updated-hoenn
370,111,original-alola
370,111,original-melemele
370,43,original-akala
370,134,updated-alola
370,134,updated-melemele
370,43,updated-akala
370,332,paldea
370,82,blueberry
371,371,national
371,187,hoenn
371,14,kalos-coastal
371,196,updated-hoenn
371,117,original-alola
371,117,original-melemele
371,147,updated-alola
371,147,updated-melemele
371,113,crown-tundra
371,276,paldea
372,372,national
372,188,hoenn
372,15,kalos-coastal
372,197,updated-hoenn
372,118,original-alola
372,118,original-melemele
372,148,updated-alola
372,148,updated-melemele
372,114,crown-tundra
372,277,paldea
373,373,national
373,189,hoenn
373,16,kalos-coastal
373,198,updated-hoenn
373,119,original-alola
373,119,original-melemele
373,149,updated-alola
373,149,updated-melemele
373,115,crown-tundra
373,278,paldea
374,374,national
374,190,hoenn
374,262,updated-unova
374,82,conquest-gallery
374,199,updated-hoenn
374,214,original-alola
374,86,original-ulaula
374,278,updated-alola
374,99,updated-ulaula
374,129,crown-tundra
374,137,blueberry
375,375,national
375,191,hoenn
375,263,updated-unova
375,83,conquest-gallery
375,200,updated-hoenn
375,215,original-alola
375,87,original-ulaula
375,279,updated-alola
375,100,updated-ulaula
375,130,crown-tundra
375,138,blueberry
376,376,national
376,192,hoenn
376,264,updated-unova
376,84,conquest-gallery
376,201,updated-hoenn
376,216,original-alola
376,88,original-ulaula
376,280,updated-alola
376,101,updated-ulaula
376,131,crown-tundra
376,139,blueberry
377,377,national
377,193,hoenn
377,202,updated-hoenn
377,197,crown-tundra
378,378,national
378,194,hoenn
378,203,updated-hoenn
378,198,crown-tundra
379,379,national
379,195,hoenn
379,193,conquest-gallery
379,204,updated-hoenn
379,199,crown-tundra
380,380,national
380,196,hoenn
380,205,updated-hoenn
381,381,national
381,197,hoenn
381,206,updated-hoenn
382,382,national
382,198,hoenn
382,207,updated-hoenn
383,383,national
383,199,hoenn
383,194,conquest-gallery
383,208,updated-hoenn
384,384,national
384,200,hoenn
384,200,conquest-gallery
384,209,updated-hoenn
385,385,national
385,201,hoenn
385,210,updated-hoenn
386,386,national
386,202,hoenn
386,211,updated-hoenn
387,387,national
387,1,original-sinnoh
387,1,extended-sinnoh
387,130,hisui
387,191,blueberry
388,388,national
388,2,original-sinnoh
388,2,extended-sinnoh
388,131,hisui
388,192,blueberry
389,389,national
389,3,original-sinnoh
389,3,extended-sinnoh
389,132,hisui
389,193,blueberry
390,390,national
390,4,original-sinnoh
390,4,extended-sinnoh
390,115,conquest-gallery
390,61,hisui
390,194,blueberry
391,391,national
391,5,original-sinnoh
391,5,extended-sinnoh
391,116,conquest-gallery
391,62,hisui
391,195,blueberry
392,392,national
392,6,original-sinnoh
392,6,extended-sinnoh
392,117,conquest-gallery
392,63,hisui
392,196,blueberry
393,393,national
393,7,original-sinnoh
393,7,extended-sinnoh
393,133,conquest-gallery
393,161,hisui
393,197,blueberry
394,394,national
394,8,original-sinnoh
394,8,extended-sinnoh
394,134,conquest-gallery
394,162,hisui
394,198,blueberry
395,395,national
395,9,original-sinnoh
395,9,extended-sinnoh
395,135,conquest-gallery
395,163,hisui
395,199,blueberry
396,396,national
396,10,original-sinnoh
396,10,extended-sinnoh
396,26,conquest-gallery
396,99,kalos-coastal
396,12,hisui
396,97,paldea
396,28,kitakami
397,397,national
397,11,original-sinnoh
397,11,extended-sinnoh
397,27,conquest-gallery
397,100,kalos-coastal
397,13,hisui
397,98,paldea
397,29,kitakami
398,398,national
398,12,original-sinnoh
398,12,extended-sinnoh
398,28,conquest-gallery
398,101,kalos-coastal
398,14,hisui
398,99,paldea
398,30,kitakami
399,399,national
399,13,original-sinnoh
399,13,extended-sinnoh
399,29,conquest-gallery
399,38,kalos-central
399,10,hisui
400,400,national
400,14,original-sinnoh
400,14,extended-sinnoh
400,30,conquest-gallery
400,39,kalos-central
400,11,hisui
401,401,national
401,15,original-sinnoh
401,15,extended-sinnoh
401,39,hisui
401,33,paldea
401,61,kitakami
402,402,national
402,16,original-sinnoh
402,16,extended-sinnoh
402,40,hisui
402,34,paldea
402,62,kitakami
403,403,national
403,17,original-sinnoh
403,17,extended-sinnoh
403,34,conquest-gallery
403,25,isle-of-armor
403,15,hisui
403,94,paldea
403,109,kitakami
404,404,national
404,18,original-sinnoh
404,18,extended-sinnoh
404,35,conquest-gallery
404,26,isle-of-armor
404,16,hisui
404,95,paldea
404,110,kitakami
405,405,national
405,19,original-sinnoh
405,19,extended-sinnoh
405,36,conquest-gallery
405,27,isle-of-armor
405,17,hisui
405,96,paldea
405,111,kitakami
406,406,national
406,25,original-sinnoh
406,25,extended-sinnoh
406,133,updated-unova
406,71,kalos-central
406,97,updated-hoenn
406,59,galar
406,89,hisui
407,407,national
407,27,original-sinnoh
407,27,extended-sinnoh
407,135,updated-unova
407,73,kalos-central
407,99,updated-hoenn
407,61,galar
407,91,hisui
408,408,national
408,36,original-sinnoh
408,36,extended-sinnoh
408,188,original-alola
408,115,original-akala
408,235,updated-alola
408,136,updated-akala
408,208,hisui
408,107,blueberry
409,409,national
409,37,original-sinnoh
409,37,extended-sinnoh
409,189,original-alola
409,116,original-akala
409,236,updated-alola
409,137,updated-akala
409,209,hisui
409,108,blueberry
410,410,national
410,38,original-sinnoh
410,38,extended-sinnoh
410,163,conquest-gallery
410,190,original-alola
410,117,original-akala
410,237,updated-alola
410,138,updated-akala
410,210,hisui
410,109,blueberry
411,411,national
411,39,original-sinnoh
411,39,extended-sinnoh
411,164,conquest-gallery
411,191,original-alola
411,118,original-akala
411,238,updated-alola
411,139,updated-akala
411,211,hisui
411,110,blueberry
412,412,national
412,45,original-sinnoh
412,45,extended-sinnoh
412,44,kalos-central
412,43,hisui
413,413,national
413,46,original-sinnoh
413,46,extended-sinnoh
413,45,kalos-central
413,44,hisui
414,414,national
414,47,original-sinnoh
414,47,extended-sinnoh
414,46,kalos-central
414,45,hisui
415,415,national
415,53,original-sinnoh
415,53,extended-sinnoh
415,142,updated-unova
415,76,kalos-central
415,116,galar
415,203,isle-of-armor
415,70,hisui
415,38,paldea
416,416,national
416,54,original-sinnoh
416,54,extended-sinnoh
416,143,updated-unova
416,77,kalos-central
416,117,galar
416,204,isle-of-armor
416,71,hisui
416,39,paldea
417,417,national
417,55,original-sinnoh
417,55,extended-sinnoh
417,132,kalos-coastal
417,109,hisui
417,201,paldea
417,63,kitakami
418,418,national
418,56,original-sinnoh
418,56,extended-sinnoh
418,149,updated-unova
418,58,kalos-mountain
418,41,hisui
418,51,paldea
419,419,national
419,57,original-sinnoh
419,57,extended-sinnoh
419,150,updated-unova
419,59,kalos-mountain
419,42,hisui
419,52,paldea
420,420,national
420,58,original-sinnoh
420,58,extended-sinnoh
420,128,galar
420,66,hisui
421,421,national
421,59,original-sinnoh
421,59,extended-sinnoh
421,129,galar
421,67,hisui
422,422,national
422,60,original-sinnoh
422,60,extended-sinnoh
422,260,original-alola
422,75,original-poni
422,341,updated-alola
422,88,updated-poni
422,230,galar
422,82,hisui
422,327,paldea
423,423,national
423,61,original-sinnoh
423,61,extended-sinnoh
423,261,original-alola
423,76,original-poni
423,342,updated-alola
423,89,updated-poni
423,231,galar
423,83,hisui
423,328,paldea
424,424,national
424,64,original-sinnoh
424,64,extended-sinnoh
424,124,updated-johto
424,369,updated-alola
424,116,updated-poni
424,79,hisui
424,48,kitakami
425,425,national
425,65,original-sinnoh
425,65,extended-sinnoh
425,208,updated-unova
425,167,conquest-gallery
425,1,kalos-coastal
425,64,original-alola
425,64,original-melemele
425,76,updated-alola
425,76,updated-melemele
425,124,galar
425,135,isle-of-armor
425,37,hisui
425,143,paldea
426,426,national
426,66,original-sinnoh
426,66,extended-sinnoh
426,209,updated-unova
426,168,conquest-gallery
426,2,kalos-coastal
426,65,original-alola
426,65,original-melemele
426,77,updated-alola
426,77,updated-melemele
426,125,galar
426,136,isle-of-armor
426,38,hisui
426,144,paldea
427,427,national
427,67,original-sinnoh
427,67,extended-sinnoh
427,80,updated-unova
427,24,updated-alola
427,24,updated-melemele
427,8,updated-poni
427,4,isle-of-armor
427,64,hisui
428,428,national
428,68,original-sinnoh
428,68,extended-sinnoh
428,81,updated-unova
428,25,updated-alola
428,25,updated-melemele
428,9,updated-poni
428,5,isle-of-armor
428,65,hisui
429,429,national
429,73,original-sinnoh
429,73,extended-sinnoh
429,184,conquest-gallery
429,67,original-alola
429,67,original-melemele
429,373,updated-alola
429,120,updated-poni
429,198,hisui
429,115,paldea
430,430,national
430,75,original-sinnoh
430,75,extended-sinnoh
430,52,kalos-mountain
430,278,original-alola
430,93,original-poni
430,79,updated-alola
430,79,updated-melemele
430,141,hisui
430,233,paldea
431,431,national
431,76,original-sinnoh
431,76,extended-sinnoh
431,152,hisui
432,432,national
432,77,original-sinnoh
432,77,extended-sinnoh
432,153,hisui
433,433,national
433,82,original-sinnoh
433,82,extended-sinnoh
433,52,conquest-gallery
433,111,kalos-coastal
433,157,updated-hoenn
433,195,hisui
433,142,kitakami
434,434,national
434,84,original-sinnoh
434,84,extended-sinnoh
434,102,kalos-coastal
434,130,galar
434,110,hisui
434,226,paldea
435,435,national
435,85,original-sinnoh
435,85,extended-sinnoh
435,103,kalos-coastal
435,131,galar
435,111,hisui
435,227,paldea
436,436,national
436,88,original-sinnoh
436,88,extended-sinnoh
436,250,updated-unova
436,118,galar
436,87,crown-tundra
436,180,hisui
436,153,paldea
436,154,kitakami
437,437,national
437,89,original-sinnoh
437,89,extended-sinnoh
437,251,updated-unova
437,119,galar
437,88,crown-tundra
437,181,hisui
437,154,paldea
437,155,kitakami
438,438,national
438,92,original-sinnoh
438,92,extended-sinnoh
438,129,kalos-mountain
438,30,original-alola
438,30,original-melemele
438,14,original-akala
438,37,updated-alola
438,37,updated-melemele
438,14,updated-akala
438,252,galar
438,123,hisui
438,87,paldea
438,83,kitakami
439,439,national
439,94,original-sinnoh
439,94,extended-sinnoh
439,113,kalos-coastal
439,59,updated-alola
439,59,updated-melemele
439,364,galar
439,10,crown-tundra
439,76,hisui
440,440,national
440,96,original-sinnoh
440,96,extended-sinnoh
440,32,original-alola
440,32,original-melemele
440,16,original-akala
440,15,original-ulaula
440,8,original-poni
440,39,updated-alola
440,39,updated-melemele
440,16,updated-akala
440,15,updated-ulaula
440,15,updated-poni
440,6,isle-of-armor
440,86,hisui
440,43,paldea
440,16,blueberry
441,441,national
441,102,original-sinnoh
441,102,extended-sinnoh
441,138,kalos-coastal
441,157,hisui
442,442,national
442,108,original-sinnoh
442,108,extended-sinnoh
442,187,conquest-gallery
442,47,crown-tundra
442,139,hisui
442,302,paldea
443,443,national
443,109,original-sinnoh
443,109,extended-sinnoh
443,85,conquest-gallery
443,6,kalos-mountain
443,238,original-alola
